ITEM_ID,PARENT_ID,USER_ID,FORUM_ID,C_FUNC,N_LVL,TITLE,NARRATOR,ITEM,D_CREATED,D_CHANGED,WHO
168,128,eva,OHISTORY,A,2,(1976) Spomienka,eva,"V týchto dňoch som potrebovala opraviť žaluzie a vykonať údržbu plastových okien.Prišiel sympatický oknár so synom. Boli šikovní a práca im dobre odbúdala. Ten starší ma oslovoval 'vedúca'  a ten mladší 'teta'. Tá teta ma pobavila, doslova mi to bolo milé. A vyvolalo to vo mne spomienku na moju svokru. Babka Horanská bola dobrá žena. Pracovitá, neklebetila, prejavovala svoju starostlivosť ku každému a všade, kde bolo treba. Vyrastala na dedine, v Šalgočke. Jej rodičia boli v dedine vážení občania. Otec sa vyznal v koňoch, kupoval a predával ich, hovorilo sa tomu 'konský handliar'. Okrem toho v dedine strihal a holil mužov, a tak v ich dome a na dvore bolo vždy mnoho ľudí. S manželkou a šiestimi deťmi - Arankou, Karušou, Marčou, Marcelou, Jožkom a Pištom -  obrábali pole a vinicu. Keď prišiel čas a naskytla sa príležitosť, dcéru Máriu, teda budúcu Milankovu matku, poslali do hlohovského zámku do služby. Tu sa mladé dievča muselo obracať. Všeličomu sa aj priučila. A tiež poslúchala rady a odkazy od rodičov. Keď sa vydala do Slovenskej Vsi, aj tu, v novom prostredí musela bojovať o svoju dôstojnosť.Dobré meno  si medzi ženami získala vtedy, keď ich naučila zavárať ovocie a variť lekvár, lebo takéto zručnosti ešte na sever Slovenska nedorazili. Musela sa držať miestnej etikety. Napríklad  v kostole rodina Horanských mala vyhradené miesto v prvej lavici. Vlastne preto, lebo ju oni financovali, sedávali len v nej. Nesmierne ju trápilo, keď sa jej kňaz pri spovedi opýtal, prečo má len jedno dieťa. Ona vtedy tak túžila po druhom dieťati. Pravdivo odpovedala, že nevie. Neskôr v Piešťanoch si získala rešpekt medzi ženami ako domáca krajčírka. Šila šaty, blúzky,  sukne, veľa, rýchlo a lacno. Množstvo žien ku nej chodilo ešte aj vtedy, keď som sa ja ocitla v Piešťanoch. Vždy som v nej videla  dobrú žičlivú matku a starú matku, ktorá chce stále niečo získať pre svoje deti a vnúčatá materiálne ale aj vážnosťou v spoločnosti. Okrem toho, že bola pracovitá, každý týždeň podávala sazku - to bola lotéria. Túžila vyhrať veľkú výhru, za ktorú by kúpila sebe, Ľudke a mne kožuch. Keď v tých kožuchoch pôjdeme do kostola, všetci zataja dych a budú sledovať ako Horanské idú. Veľmi chcela, aby som mala u pacientov úspech. Keď som prvýkrát ordinovala vo Vrbovom, opýtala sa ma, koľko som mala pacientov. Očakávala, že poviem dvoch alebo troch. Nuž bola prekvapená, že som musela vybaviť 49 chorých detí. Naozaj bola dobrá, robila  pre nás čo len mohla. A koľko nám pomohla, keď bola Vierka chorá! Teraz som si na ňu s úsmevom spomenula, keď ma mladý remeselník oslovil teta. Babka Horanská raz v zime išla po ulici, mala oblečený hnedý kabát, na hlave mala šatku uviazanú pod bradou ako vždy, na nohách mala zimné filcové  topánky. To bolo bežné oblečenie pre staršiu ženu. Vtedy sa tiež nosili kožené čižmy na nízkom alebo vysokom opätku, a na hlave kožušinové čiapky. Vedľa nej zastalo auto a mladý muž ju oslovil 'Teta, ako sa ide ku hotelu Slovan?' Ona mu cestu ukázala a pridala  'Já nejsem teta, já sem pany'. Muž sa jej ospravedlnil. Keď nám toto porozprávala s úsmevom  sme prisvedčili, že ona je skutočne pani. A čo u nás nebývalo zvykom, štrngli sme si na to a na ňu.       napísané 25. júna 2015",2015-06-25 13:02:31,2015-09-07 19:21:08,palo4
171,128,eva,OHISTORY,A,2,(1961) Milanko a ja,eva,"Milanko bol učiteľom na jedenásťročnej strednej škole v Rajci. Jeho rodičia a sestra Ľudka žili v rodinnom dome v Piešťanoch. Časť prázdnin trávil ako vedúci v pionierskom tábore a časť na  návšteve u rodičov. Jeho otec vybral Piešťany pre svoju rodinu vtedy, keď musel opustiť svoju rodnú obec Slovenskú Ves, pretože bol kulak. Piešťany boli blízko Šalgočky, domovskej obce jeho manželky Márie.  Ja som bola prvýkrát v Piešťanoch ako žiačka 7. ročníka v pionierskom tábore.  Boli sme ubytovaní v základnej škole na Sihoti. A potom, keď som ukončila piaty ročník LF , dostala som umiestenku na letnú prax do nemocnice v Piešťanoch. Tam ma čakal môj osud.  Moja spolubývajúca medička Jitka mala známu na kúpeľnej liečbe  v liečebnom dome Hron a tá mala o niekoľko dní  ukončiť svoj pobyt v Piešťanoch. Chceli sa rozlúčiť na spoločenskom večierku v hoteli Slovan.  Jitka naliehala na mňa, aby  som išla aj ja na večierok. Nakoniec som sa dala presvedčiť.  V Slovane hrala živá hudba. Ocitla som sa s ďalšími asi 20 ženami pri jednom stole. Začala hrať hudba a muži nás brali do tanca. Prvý prišiel pre mňa taký nezaujímavý, že som ľutovala, že nie som doma. Potom prišiel iný, s kučerou nad čelom, s kučeravými očami a rečami. Že vraj aké som mala vysvedčenie, že mi rodičia dopriali prázdniny v Piešťanoch. Keď dostal otázku, aké mal on vysvedčenie, oznámil mi, že on také dievčatá ako som ja učí. No toto, ktovie čo ich učí... Potom chodil pre mňa na všetky tance. Pri predposlednom tanci si so mnou dohovoril schôdzku. Posledný tanec som tancovala s tým prvým tanečníkom. Tomu som schôdzku odmietla. Ten môj vytrvalý tanečník tancoval posledný tanec s dievčaťom, čo sedelo pri prvom stole pri parkete. S ňou tancoval aj prvý tanec. Mala zelené šaty a bola blondínka. Neskôr som sa dozvedela, že bola praktikantka  hotelovej školy. Keď sme odišli zo Slovanu, moju spolubývajúcu odprevádzal jej tanečník. Bol to dôstojník,  bol ubytovaný vo Vojenskom kúpeľnom ústave. Tade viedla aj moja cesta. V tom mieste nás predbehol môj tanečník. Bol v Slovane so svojim otcom. Neskôr som sa dozvedela,  že jeho otec rád chodil na tancovačky s kúpeľnými hostkami.Tento večer  na jeho návrh išiel Milan tancovať. Keď som prišla na druhý deň na schôdzku, môj včerajší tanečník bol opretý o zábradlie mostu cez Váh. Sadla som si na lavičku a pozerala som sa na rieku.O chvíľu sa začal mrviť, potom sa otočil, zbadal ma a prišiel ku mne. Nezamierili sme cez most, ako som očakávala, ale sme išli po vale popri rieke. Neskôr mi vysvetlil, že po moste sa už valilo to dievča zo Slovanu a nechcel, aby sme sa stretli. Jemu sa lepšie páčili modré šaty a také som mala ja. Na druhý deň sme sa znovu prechádzali, občas sme si sadli na lavičku a pochutnávali sme si na marhuliach čo priniesol zo rodičovskej záhrady. Nasledujúci večer sme išli do amfiteátra na operu. Ďalšie popoludnie sme sa prechádzali po Červenej veži. Rástli tam ovocné stromy a na nich boli dozreté čerešne. Išli okolo dve Nemky, zrejme kúpeľné hostky. Vyliezol na strom, natrhal čerešne a ponúkol aj tie dámy. Skončila sa moja prax, aj jemu prázdniny. Milanko na mňa nezabudol, ani ja naňho.    napísané 16.septembra 2008, doplnené 5.októbra 2015",2015-10-05 10:19:33,2016-05-15 08:35:49,palo4
172,61,eva,OHISTORY,A,3,Sečényiovská nadácia,eva,"Od vnuka Gizi- néni Petra Drobného som sa dozvedela, že existovala sečényiovská nadácia. Bola určená pre dcéry na veno a pre synov na štúdium. Gizi-néni z nej vraj ako posledná dcéra čerpala.  Doplnené 25. mája 2015.",2015-10-18 09:51:25,2016-01-05 20:13:10,palo4
173,117,eva,OHISTORY,A,3,O železničných režinkách,eva,"Otcovi rodičia mali železničné režinky, pretože starý otec pracoval na železnici, mal na starosti údržbu trate od Ružomberka do Mikuláša, asi so 4O. chlapmi. Mamini rodičia mali režinku, lebo opapa bol poštovým úradníkom - telegrafistom. Železnice a pošta boli pod jedným ministerstvom.",2015-10-18 10:25:28,2015-10-18 10:26:11,eva
174,120,eva,OHISTORY,A,3,Emanuel Teodor Bohm,eva,"RNDr. Emanuel Teodor Bohm sa narodil roku 1909 v Martine - Priekope, zomrel roku 1990 v New - Yorku, kam emigroval roku 1954. Bol chemik, politik, vydavateľ, bojovník za národné a ľudské práva Slovákov. Je pochovaný na národnom cintoríne v Martine aj s manželkou Máriou, rodenou Dziakovou. Okrem mnohých publikácií a kníh napísal aj knihu / nadpis doplním / vydanú Maticou slovenskou, v nej opisuje svoje štúdiá a činnosť ako podpredseda Svetového kongresu Slovákov, v prvej kapitole sa venuje svojej rodine doplnenej niekoľkými fotografiami.  Tú knihu som darovala Vašovi, keď bol na návšteve a na nadpis sa nepamätám. On mi však napíše.  Nadpis knihy: V boji o holú národnú existenciu. Bratislava 2OOO.  Doplnené 3. augusta 2O15.",2015-10-18 10:29:42,2015-10-18 10:30:34,eva
175,108,eva,OHISTORY,A,3,Oneskorené priznanie Vaša Pančušku,eva,"Dňa 3. marca 2015 mi môj brat Václav napísal z Toronta::  Ahoj Evka, postupne čitam tvoje rozprávanie a spomienky. Dnes som dospel ku krištalkam. Na ten prípad si mierne spomínam. Išlo o získanie sluchátok zo starých telefónov. Našli sme ich s ďalšímí chlapcami nie v železničných vozňoch, ale v skadišti starých telefónov. Bolo to v oblasti veľkej stanice. Raz som takú krištalku urobil v zápalkovej krabičke, aj to išlo na akúsi výstavu ručných prác. V zápalkovej krabici z jednej strany bolo treba zapojiť anténu - teda kus drótu - a z druhej strany slúchadlo. Chytilo to najbližšiu rozhlasovú stanicu. Tvoje spomienky sú zaujímavé. Snažil som sa nájsť Železnô, nie s úspechom. Napíš mi najbližšie položenú dedinu. Pozdravujem celú Bratislavu. Vašo.  doplnené 16. marca 2015",2015-10-18 10:34:48,2015-10-18 10:35:48,eva
176,65,eva,OHISTORY,A,3,Ešte o PTP,eva,"PTP- to bola súčasť armády ako ženijné oddiely. Tam v podstate izolovali na neurčitý čas osoby 'nespoľahlivé', politicky neangažovaných, bývalých buržujov, nepriateľov socialistického štátu Keď otca po dvoch rokoch prepúšťali, povedali mu, že jeho kádrový materiál sa stratil. Tak nevieme, prečo tie dva roky nebol s nami a nemali sme od neho žiadne peniaze. Vtedy sa nám veru ťažko žilo.",2015-10-18 11:01:44,2016-04-24 21:07:42,palo4
177,65,eva,OHISTORY,A,3,Spomienky po rokoch,eva,"6. septembra 2015. Dnes sme si s Edom prezerali krásne fotografie Vysokých a Nízkych Tatier a naše spomienky zablúdili na výlet s naším otcom po hrebeni Derešov. Edo si najviac spomínal na tie nádherné výhľady do diaľky na všetky strany. Tiež na to, že keď sme sa blížili k horárni, kde sme potom spali, mladé dievča blízko horárne sa skláňalo nad čerstvým hrobom. Práve na tom mieste pred niekoľkými dňami zomrela jej matka. Edovi sa dievča páčilo a tiež ju chcel potešiť a tak si s ňou nejaký čas dopisoval.",2015-10-18 11:02:42,2015-10-18 11:03:31,eva
178,105,eva,OHISTORY,A,3,Železná opona na Devíne,eva,"Devín a vrch Devínska kobyla boli v oblasti prísne stráženého hraničného pásma, kde bol vstup zakázaný -tak zvaná železná opona. Len v rokoch 1960 a 1961 bol vstup povolený.",2015-10-18 11:11:02,2015-10-18 11:11:34,eva
179,56,palo4,OHISTORY,A,1,Pavol,palo4,"{IMAGE, 121, , 55%} Tu snáď dakedy v budúcnosti, keď zmúdrie, budú príbehy Pavla Horanského.  Jeho charakteristiku napíšem, až keď bude jasné, čo je zač.",2015-10-18 21:14:03,2016-05-15 19:03:23,palo4
180,179,palo4,OHISTORY,K,2,(1982-1989) Moje letecké roky,palo4,New item from ID 179,2015-10-20 19:04:18,2015-10-20 19:05:30,palo4
181,179,palo4,OHISTORY,K,2,(1984) Výlet do neznáma,palo4,New item from ID 180,2015-10-20 19:06:15,2015-10-20 19:08:20,palo4
182,179,palo4,OHISTORY,K,2,(1981) Ako sme chytali ryby,palo4,"{IMAGE, 177, , 60%} {IMAGE, 178, , 60%} {IMAGE, 179, , 60%} {IMAGE, 180, , 60%}",2015-10-20 19:09:56,2016-05-15 18:05:10,palo4
183,179,palo4,OHISTORY,A,2,(1973-2015) Moje Tatry,palo4,"Na dávne detstvo mám viacero spomienok.  Ako sme sa zo škôlky chodili doobeda hrať ku skladu paliva a munície piešťanského letiska a vojaci - chlapci na základnej vojenskej službe - nám dávali odznačiky. Cestou sme pri prechode cez železničné priecestie zborovo kričali aj s pani vychovávateľkou na lenivého výhybkára aby nám zdvihol závory. Ako som sa bál, keď dedko naložil uhlie do pece a v potrubí začalo búchať akoby sa mal celý dom zrútiť. Ako sme v škôlke nacvičovali nasadenie a použitie detskej plynovej masky - vyzeralo to ako pochod mimozemských slonov.  Ale moja najvýraznejšia spomienka sa neviaže na domov. Je to spomienka na Tatry. Presnejšie na Vysoké Tatry. {SPLIT} {IMAGE, 110, , 30%, right} Naši rodičia mali Tatry veľmi radi, dokonca tam strávili svoje {LINK, 114, medové týždne.} Zobrali nás tam veľmi skoro. Loďkami na Štrbskom Plese som bol nadšený a do lanovky na Skalnaté Pleso som sa zamiloval na prvú jazdu. Moja sestra Eva sa lanovky trochu bála, pretože raz videla, ako sa lanovka uvoľnila z ťažného lana a kĺzala sa na nosnom lane nadol. Tatry ma ohúrili svojou majestátnou výškou a nekonečnými, hlbokými ihličnatými lesmi. Dnes už tie lesy nikoho neohúria ani nedojmú - zničila ich víchrica z 19. novembra 2004. Až po viacerých rokoch som sa dozvedel, že víchrice v Tatrách sú pravidelný fenomén a lesy vysadené ľuďmi na začiatku 20. storočia nikdy nemali šancu na prežitie. Keď som však videl tú spúšť, mal som pocit, ako by mi odišiel niekto blízky. Na Skalnatom Plese, v astronomickom observatóriu, slúžil priateľ našich rodičov pán Milan Antal z Piešťan. Vtedy som neocenil pohľad cez astronomický ďalekohľad, ale doteraz si pamätám, ako nás vozil na jeho montáži ako na obrovskom kolotoči. {SPLIT} Ako plynuli roky, stále sme chodili do Tatier, najčastejšie ja s otcom, keď sme išli pozrieť príbuzných do Slovenskej Vsi. Raz celý čas pršalo, tak sme sa nedostali ani na magistrálu. Už sme boli na spiatočnej ceste, keď sa vyčasilo a z auta sme pozorovali modré nebo nad Lomnickým štítom.  Otec náhle stočil volant a šli sme k lanovke. Pri údolnej stanici bolo asi tisíc nervóznych ľudí a lanovka nepremávala kvôli silnému vetru. Otec pohľadom zhodnotil situáciu, dal mi obvyklý pokyn aby som mlčal, a vyrazili sme rovno na nástupište. Predpokladám, že sme si ani nekúpili lístky. Skončilo sa to tak, že sa skamarátil s vlekármi a keď vypravili ako prvú poštovú kabínu, boli sme v nej okrem pošty aj my a mierili sme na Lomničák.  Na Lomnickom štíte je málo miesta, a tak je tam doba pobytu turistov presne vymedzená, tuším niečo okolo hodiny. Lenže otec vyhlásil, že aj on je zo SAV a prišiel navštíviť svojich kolegov astronómov. Bola to čiastočne pravda - bol naozaj výskumníkom SAV, ale zo sociologického ústavu a o hviezdach vedel asi len z básní. Vtedy mi astronómovia poukazovali všetky prístroje, ďalekohľady aj koronograf, vysvetlili pozorovacie postupy a nakoniec nás zaviedli na strechu, kde sa posťažovali na popukanú izoláciu, ktorou im zatekalo do pracovní. Keď sme sa vracali, odprevádzali nás ako starí kamaráti. {SPLIT} {IMAGE, 112, , 40%,} Počas vysokej školy som bol na dvoch trojtýždňových pobytoch v kúpeľoch Štôla. Štôla leží presne v strede Tatier a na zastávku električky Vyšné Hágy sa dá dostať za 20 minút rýchlej chôdze - je to perfektné štartovacie miesto všetkých vysokohorských túr. Na druhom pobyte bol so mnou aj môj veľmi dobrý priateľ Martin Hluchý. Prechodili sme spolu Tatry od Troch Studničiek po Ždiar.  Pri prechode Bystrým Sedlom sme chceli vystúpiť aj na Furkotský štít - veď je to len zopár metrov od chodníka. Lenže to by nesmela byť hmla ako mlieko. Tak sme stúpali a stúpali a chodník sa zužoval a krútil, a keď sme stretli skutočných horolezcov s lanami a čakanmi, čo na nás nechápavo pozerali, hrdinsky sme ich pozdravili a sebaisto pokračovali ďalej. Nakoniec nám nohy viseli každá do inej doliny a hrebeň sa nám nepríjemne zarýval do pozadia. Tipujem, že sme sa dostali až kamsi za Hrubý Vrch. {SPLIT} {IMAGE, 113, , 30%, right } Tatry ma neopustili ani keď už sme boli dvaja - s mojou ženou Ľubkou. Času sme ako zamestnaní mali už menej, ale zopár krát sme sa na výlet dostali. Počas leta sme zvyčajne boli na chate Ľubkiných rodičov na Branisku a cesta okolo Tatier nás vždy vábila vybehnúť aspoň na magistrálu. Najviac smutnokrásny bol týždeň pred mojím nástupom na povinnú vojenskú službu. V predtuche odlúčenia sme snažili navštíviť tie najkrajšie miesta a tak sme nemohli vynechať ani Rysy. Ten rok bol naozaj nepríjemný, ale návrat domov sme oslávili výletom do hôr. Neboli to síce Vysoké ale Západné Tatry - Roháče. Prešli sme ich hrebeň začiatkom novembra, keď na skalách už bola hrubá námraza. Za Volovcom sme pod Ostrým Roháčom naďabili na zájazd z Trenčína, kde slečny (?) mali na nohách sandále, v očiach slzy a na perách otázku, či majú ísť ďalej alebo sa vrátiť. Dôrazne sme im odporúčali návrat, do ktorého sa im nechcelo - kĺzať sa nadol zľadovatelým svahom je oveľa nepríjemnešie ako stúpať nahor. Keď sme o pár hodín prechádzali okolo parkoviska, našli sme ich tam. Tento návrat bol naozaj šťastný. {SPLIT} {IMAGE, 114, , 50%,} Keď sa nám narodil prvý syn, prevrátilo nám to život. Na mnohé veci už jednoducho nebol čas a Tatry, žiaľ, patrili medzi ne. Vždy som vedel, že raz ukážem aké krásne sú Tatry mojím deťom, tak ako im ukážem všetky ostatné veci a bytosti na ktorých mi záleží - ale na ten deň som si musel počkať veľmi dlho. Stále sa vyskytli nejaké dobré dôvody, prečo neísť vysoko na hrebeň a vidieť starosti všedného dňa z tej správnej perspektívy. {SPLIT} {IMAGE, 115, , 50%,} Napriek okolnostiam sme ale nikdy s Tatrami na seba nezabudli. Pripomenuli sa, keď som sa v nedeľu večer vracal vlakom z Košíc, kde som nechal rodinu na prázdninách, a v okne vlaku sa predviedli raz v šikmom svetle zapadajúceho Slnka, inokedy na pozadí hrozivého kumulonimbu hroziaceho potopou. A my sme sa ich letmo dotýkali krátkymi návštevami Štrbského Plesa alebo Belianskej Jaskyne. Vždy sme o sebe vedeli a vnímali, že ten druhý tam niekde existuje a čaká. {SPLIT} Jednu jar sme dostali od Ľubkiných rodičov darček - mohli sme ísť na víkend bez detí. Vybrali sme sa na Hrebienok, na Bilíkovu chatu. Bolo to ešte vlastne len predjarie so zahmlenými ránami a veľkou vrstvou námrazy na skalách magistrály. Prešli sme ju na Skalnaté Pleso a späť a vôbec nám nechýbali davy letných turistov ani výpravy uponáhľaných výletníkov. {SPLIT} {IMAGE, 120, , 50%,} Osobitú atmosféru mali naše krátke výlety do Tatier s ujom Vašom. Vašo je brat mojej mamy a od roku 1969 žije v Kanade. Hneď, ako to bolo možné, po revolúcii nás prišiel pozrieť. Pamätám sa, ako som šiel po prvý krát do Rakúska, na letisko Schwechat, čakať mne neznámeho človeka. Ako sa zdalo neuveriteľné, že je možné prejsť cez hranicu do západného sveta, tak jednoducho a samozrejme. Všetko tam bolo iné ako u nás, ešte aj čiary na ceste neboli biele ale žlté. Našťastie všetko dobre dopadlo a neskôr sme sa s Vašom stali dobrými priateľmi. Možno aj preto nás požiadal, aby sme ho sprevádzali na túru do Tatier, na ktoré nemohol zabudnúť. Stal sa z toho skoro zvyk, že keď prišiel z Kanady, šlo sa na výlet do hôr. Raz to boli Rysy, inokedy Kriváň, ale navštívili sme aj Roháče. Potom výlety postupne prestali, asi sa stali príliš únavné. {SPLIT} {IMAGE, 118, , 50%, right} Prešlo sedemnásť rokov, čo sa narodil Marek.  A nakoniec prišiel čas, aby sme vyrazili na hrebeň s Marekom a Miškom. Ľubka si v ten rok na jar roztrhla väzy v kolene a tak šla s Maxom a jej rodičmi lanovkou na Skalnaté Pleso. Nahor nás sprevádzali Zuzka s Hugom. V to leto som sa vrátil späť do Tatier a zdalo sa mi, ako by sa za tie roky celkom zmenšili. Prechádzali sme z doliny do doliny akoby sme prechádzali z izby do izby v našom dome. V údolí Tatier boli zmeny celkom iné - a poriadne viditeľné. Pribudli hotely pre boháčov, s golfovými trávnikmi pri vjazde do garáží pre drahé autá. A tiež spustli priestranstvá tatranských osád, o ktoré sa zrazu nemal kto starať. Tak sa Tatry rozdelili na luxusné a chudobné. {SPLIT}",2015-10-20 19:11:26,2015-11-30 19:23:57,palo4
184,179,palo4,OHISTORY,A,2,(1975) O tajomných vežiach,palo4,"V živote každého z nás sa vyskytujú veže pevné a tajomné. Do niektorých z nich môžeme utiecť pred svetom a iné sa pred nami týčia, ozrutné, ochromujúce vôľu až k nečinu. Málokedy sú však viditeľné voľným okom, dajú sa len nahmatať ako nástojčivo sa opakujúce uzlíky na toku života. Niekedy, raz za čas kým sa človeku vymenia všetky kosti v tele, vystúpia na povrch sveta. {SPLIT} Dve z mojich veží sú pevne spojené s hradmi-dvojičkami Čachtice a Tematín.  {SPLIT}  {IMAGE, 182, , 40%} Keď som prvýkrát navštívil Čachtice, bol som otrávený. Rodičia s priateľmi si vymysleli rodinný výlet. Prišli sme autom až pod hrad - vtedy sa to ešte smelo - a mne sa vôbec nechcelo vyjsť ani pár metrov k hradnej bráne. Keď má človek 5 rokov, myslí si o nápadoch rodičov svoje. Ale stal sa ten zázrak, ako v mnohých iných prípadoch, kedy po prvom odmietaní a nezáujme pochopil som niečo z krásy toho druhého a tá trocha stačila, aby sa mi usadil v srdci a ja som sa k hradu vracal opäť a znova.  Preliezol som ten hrad snáď stokrát, vliezol do každej diery, vystúpil na každý kameň, hľadal tajné podzemné chodby. Ako plynul čas, aj môj vzťah k nemu sa menil. Už som ho nechcel rozobrať na kúsky ako hodinár skúmajúci neznáme hodinky, začal som k nemu chodiť ako k priateľovi. Už ani nebolo potrebné aby som doň vstupoval, stačilo byť len nablízku a vedieť, že tam je. Sedávali sme s otcom na malej plošinke pod hradom a dívali sa do údolia ako sa pomaly prepadáva do šera, zapínajú sa prvé svetlá a z kostolných veží nám chladnúci vzduch prinášal odbíjanie zvonov. Vlastne sme ani nič nehovorili. {SPLIT} {IMAGE, 181, , 35%, right} Tematín - to bol ten vzdialený a nedosiahnuteľný. Vídaval som ho sediac pod Čachtickým hradom a delila nás rieka a tmavý les a diaľka. Tematín bol spojený s prekonávaním prekážok. Prvú som prekonal odhaliac, že vzdialenosť medzi nami je len v mojich obavách a keď som ju premohol, mohol som k nemu voľne prichádzať. Druhýkrát som prekonal svoje obavy a ostych, keď na naše ruky prvýkrát dotkli tam na lúke medzi prvosienkami pod hradnou vežou. A Ľubka už nebola ako hviezda na oblohe ale bola zrazu celkom blízko. {SPLIT} Raz - to už sme boli svoji - robili sme s Ľubkou zásobovačov pre tábor našich priateľov. Tábor bol na Bezovci a jednu noc sme zobrali najodvážnejšie deti na nočný pochod k Tematínu. Bolo to napínavé, decká sa báli tmy a my sme sa báli o deti. Napokon sme sa  nestratili, našli východ z lesa a mierili sme k hradu. Zrazu sa ozvalo 'Stoj!' a okolo nás boli praví rytieri v skutočnom brnení. Keď sme vyjednali podmienky prímeria - bolo to hneď - tak nás pozvali k polnočnej hostine k ohňu, kde sme sa rozprávali o samých krásnych a rytierskych veciach. Ráno nám vyrazili pravé dukáty z hliníka a po potvrdení priateľských zmlúv sme sa pobrali späť do tábora. Ten dukát by ešte stále mal byť v našej truhličke na cennosti.  {SPLIT} {IMAGE, 183, , 40%} Hrady sú ako pevnosti vo vlnách času, stoja celé ľudské veky, len nás začal ten čas splavovať preč. No nezabúdali sme na nich. Bolo to keď sme sa učili prekonávať vzdialenosti medzi nami, boli svatby a boli prvé deti.  Vybrali sme sa s Martinom a Inkou spojiť aj tieto dva hrady - svetlom. Ich sme odviezli k Tematínu a my sme sa vybrali na Čachtice. Obzor sa ponoril do tmy a my sme čakali, či sa niekde v diaľke nezablysne lúč svetla. Vtedy ešte nikto nemal mobil a tak nezostávalo len čakať. Nevedeli sme ani, či sa v tej tme dívame na správne miesto. Nakoniec sme sa dočkali a zjavilo sa svetlo.  A Tematín nám opäť postavil prekážku a naučil, ako veľmi ťažko sa komunikuje ľuďom ak je medzi nami priepasť a ani nevieme odhadnúť kedy treba vysielať a kedy načúvať, aj keď máme dobré úmysly a teóriu morzeovky ovládame. {SPLIT}  {IMAGE, 184, , 50%, right} Hrady, hoci vzdorujúce, sa tiež menili. Ružice ich klenieb a okvetné lístky balkónov odkvitali. Opúšťalo ich krajkovie cimburí a do stáleho šera tajomstiev v hlbokých sieňach preniklo svetlo. Videli sme, ako sa na starosť stávajú jednoduchšie a postavené skôr zo svetla ako z kameňa. Prichádzali sme k nim s našimi priateľmi ako sa prichádza k starým rodičom, keď im chceme ukázať vnukov.  Ale vnuci nikdy nevidia v starých rodičoch to, čo v nich vidia ich rodičia. Pretože pohľad dieťaťa skúma vonkajší svet, ale svetlo v očiach dospelého dopadá na farebnú škvrnu spomienok ktoré sa ozývajú v jeho vnútri.  {IMAGE, 187, , 40% } Aj naše deti už videli tie veže, ale nie sú to ich veže. Ich veže sú napísané na stránke ich vlastného času, kam nikto cudzí nemá prístup. {SPLIT}  Náš ostatný piknik na Čachticiach bol veselý. Urobili sme si oheň, opiekli mäso, syry. Hrali sme na lúke hry a oblaky nad nami k nám boli láskavé. Nakoniec nás napadlo, že by sa do nášho nového domu, ktorý sa len nedávno zbavil lešenia, hodil aj kúsok minulosti. Tá minulosť bola už vtedy poriadne ťažká a riadne sme sa natrápili, kým sme ju dostali do auta. Obávam sa, že dnes s minulosťou už nepohnem ani o milimeter. Ten kameň nájdeš u nás v záhrade, kde zabraňuje spadnúť zvedavým deťom do vodovodnej šachty. {SPLIT}  Teraz ich vídavam z diaľnice, keď ideme okolo na Branisko alebo sa vraciame domov. Možno sa tam niekedy zastavím, ale bude to iné.  Čas týchto veží uplynul. {IMAGE, 186, , 100%}",2015-10-20 19:16:36,2016-05-22 10:47:32,palo4
